PLAY "Jouer"
FURNITURE_ROSTRUM_WOOD_COLOR3 "\"Ut bellanitus tua descenda suver nos.\""
FURNITURE_ROSTRUM_WOOD_COLOR4 "\"Onnasira, Sancara et Vellorum.\""
FURNITURE_ROSTRUM_WOOD_COLOR5 "\"Ocis nostra non vidamos tuam.\""
FURNITURE_ROSTRUM_WOOD_COLOR6 "\"Sed prescensir in coreum tangimus.\""
FURNITURE_ROSTRUM_WOOD_COLOR7 "\"Daros nos emeria ad entellandum.\""
FURNITURE_ROSTRUM_WOOD_COLOR8 "\"Mystaros tuas arcantum, qui verix in gloram tua.\""
FURNITURE_ROSTRUM_WOOD_COLOR9 "\"Sermium sine fine laudoramus.\""
FURNITURE_ROSTRUM_WOOD_COLOR10 "\"Glorificant omnes veritas tuae.\""
FURNITURE_ROSTRUM_WOOD_COLOR11 "\"In lumina quod supra stellarum fulgus.\""
FURNITURE_ROSTRUM_WOOD_COLOR12 "\"Et in serinis quod supranum terram caedent.\""
FURNITURE_ROSTRUM_WOOD_COLOR13 "\"Ascaltire nos, Domina miserexa.\""
FURNITURE_ROSTRUM_WOOD_COLOR14 "\"Precoras in humilitas et amoris.\""
FURNITURE_ROSTRUM_WOOD_COLOR15 "\"Eonextare vocem nostra, o summia bellorum.\""
FURNITURE_ROSTRUM_WOOD_COLOR16 "\"Daras pacerem, quae superorum omnis intellexar.\""
FURNITURE_ROSTRUM_WOOD_COLOR17 "\"Pectrora nostra, que varias sunt, lavantur.\""
FURNITURE_ROSTRUM_WOOD_COLOR18 "\"In fluvire puricatum tua devara.\""
FURNITURE_ROSTRUM_WOOD_COLOR19 "\"Nos conlorixas sum cum beatia sanctem.\""
FURNITURE_ROSTRUM_WOOD_COLOR20 "\"In loca ubi lumia nunquam estendus.\""
FURNITURE_ROSTRUM_WOOD_COLOR21 "\"Salvire populum tuam, Domina, et belena terram tuam.\""
FURNITURE_ROSTRUM_WOOD_COLOR22 "\"Ut omnis genia te clarificat, o vellara maxima.\""
FURNITURE_ROSTRUM_WOOD_COLOR23 "\"Fortira infirmum, sanira vulneratrix.\""
FURNITURE_ROSTRUM_WOOD_COLOR24 "\"Et dona refugia exoribus et presserum.\""
FURNITURE_ROSTRUM_WOOD_COLOR25 "\"Adunara fratrios et sorax nostrix.\""
FURNITURE_ROSTRUM_WOOD_COLOR26 "\"Ut sine discoria et odira vivamus.\""
FURNITURE_ROSTRUM_WOOD_COLOR27 "\"Gratiarum lux tuam effunda super nos omnes.\""
FURNITURE_ROSTRUM_WOOD_COLOR28 "\"Ut renatus sumus in spiritum et veritate.\""
FURNITURE_ROSTRUM_WOOD_COLOR29 "\"In pacara tua eternum vivare.\""
FURNITURE_ROSTRUM_WOOD_COLOR30 "\"Omnis creaturas tua clamor ad te, o Pax Serena.\""
FURNITURE_ROSTRUM_WOOD_COLOR31 "\"Defensire nos contra adversum hostilos.\""
FURNITURE_ROSTRUM_WOOD_COLOR32 "\"Et guidara nostri gradum in verum viae.\""
FURNITURE_ROSTRUM_WOOD_COLOR33 "\"Luminara tua sit luxum nostrum, Domina.\""
FURNITURE_ROSTRUM_WOOD_COLOR34 "\"Et via tua sit via salviorum eternis.\""
FURNITURE_ROSTRUM_WOOD_COLOR35 "\"In secella secellorum te laudaramus.\""
FURNITURE_ROSTRUM_WOOD_COLOR36 "\"Cum angalis et sancta in regnum caeloris.\""
FURNITURE_ROSTRUM_WOOD_COLOR37 "\"Benedicarum sit nomen tua eternix.\""
FURNITURE_ROSTRUM_WOOD_COLOR38 "\"Et descenda gratia tua super nos omnidie.\""
FURNITURE_ROSTRUM_WOOD_COLOR39 "\"In nomia summia, qui numquam desita regnare.\""
FURNITURE_ROSTRUM_WOOD_COLOR40 "\"Adoramus te in timore et amoris sacrate.\""
FURNITURE_ADOXIE_STATUE_TEMPLE_DESTROYEDEFFECT "La statue est détruite !"
FURNITURE_ADOXIE_STATUE_TEMPLE_DESTROYEDEFFECT1 "La statue prend vie !"
FURNITURE_ALTAR_THIRDPERSON3 "Une rafale d'énergie magique est libérée"
FURNITURE_ALTAR_AMOUNT "Colère sur toi !"
FURNITURE_BOOKCASE_WOOD_DESTROYEDEFFECT "La bibliothèque est détruite !"
FURNITURE_DINING_TABLE_DESTROYEDEFFECT "La table est détruite !"
FURNITURE_FORGE_DESTROYEDEFFECT "La forge est détruite !"
FURNITURE_DOWN_STAIRS_ADOXIE_USAGETYPE1 "Tu perds ton sens de l'orientation"
FURNITURE_INACTIVE_PORTAL_USAGETYPE1 "Le portail est inactif."
FURNITURE_HIDDEN_CASTLE_DOOR_ENTRYTYPE "Ce n'était qu'une illusion !"
FURNITURE_BOULDER_TRAP_TICKTYPE "Le rocher commence à rouler."
FURNITURE_BOULDER_TRAP_TICKTYPE1 "Tu entends un rocher lourd rouler."
FURNITURE_GARGOYLE_TRAP_TICKTYPE "La gargouille prend vie !"
BUFFS_PREACHING_ID4 "Un mal ancien et terrible reforme ton corps et te fait pousser une épine."
IMMIGRATION_TRAITS "en montant une monture"
IMMIGRATION_TRAITS1 "quand il est ivre"
IMMIGRATION_EFFECT "en montant une monture"
IMMIGRATION_TRAITS2 "la nuit"
ITEMS_KNIFE_SPECIALATTR "contre les chefs tribaux quand tu es caché"
CREATURE_ATTRIBUTES_BLACK_DRAGON_PREFIX "la nuit"
CREATURE_ATTRIBUTES_DWARF_SPECIALATTR "quand il est à l'extérieur"
CREATURE_ATTRIBUTES_DWARF_FEMALE_SPECIALATTR "quand il est à l'extérieur"
VILLAIN_NAME_AND_DESCRIPTION "{1} ({2})"
RETIRED_PLAYER_DESCRIPTION "{1} (joueur retiré)"
PLAYER_SITE_DESCRIPTION "C'est ton site d'origine."
PLAYER_SITE_NAME "Site d'origine"

CAMPAIGN_VILLAINS_COTTAGES_NAME1 "Cabane"
CAMPAIGN_VILLAINS_COTTAGES_NAME2 "Tente"
CAMPAIGN_VILLAINS_COTTAGES_NAME3 "Forge"
CAMPAIGN_VILLAINS_COTTAGES_NAME4 "Écurie"
CAMPAIGN_VILLAINS_COTTAGES_NAME5 "Grotte"
CAMPAIGN_VILLAINS_COTTAGES_NAME "Inconnu"

CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME10 "Repaire démoniaque"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME11 "Prêtre d'Adoxie"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME12 "Esprits des arbres"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME13 "Dryades"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME14 "Cyclope"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME15 "Araignée géante"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME16 "Hydre"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME17 "Troupeau de licornes"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME18 "Fourmis"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME19 "Zombies"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME1 "Elfes"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME20 "Poste de garde"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME21 "Elfes noirs"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME22 "Gnomes"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME2 "Nains"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME3 "Dragon rouge"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME4 "Dragon blanc"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME5 "Élémentaliste"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME6 "Dragon vert"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME7 "Hommes-lézards"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME8 "Guerriers"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME9 "Voleurs"
CAMPAIGN_VILLAINS_EVIL_KEEPER_NAME "Chevaliers"

CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME10 "Zombies"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME11 "Gobelins"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME12 "Harpies"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME13 "Fourmis"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME14 "Prêtre d'Adoxie"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME15 "Nains"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME16 "Chevaliers Teutoniques"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME1 "Dragon vert"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME2 "Dragon blanc"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME3 "Elfes noirs"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME4 "Ville gobeline"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME5 "Repaire démoniaque"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME6 "Hommes-lézards"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME7 "Araignée géante"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME8 "Cyclope"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME9 "Hydre"
CAMPAIGN_VILLAINS_LAWFUL_KEEPER_NAME "Dragon rouge"

TILE_GAS_TYPES_FOG_NAME "brouillard"
TILE_GAS_TYPES_POISON_GAS_NAME "gaz empoisonné"
TILE_GAS_TYPES_BLACK_SMOKE_NAME "fumée noire"
TILE_GAS_TYPES_BLACK_MASS_SMOKE_NAME "fumée noire"

YOU_RESISTED_THE_ATTACK_OF "Tu as résisté à l'attaque de {1}."
ENEMY_WAVE_NAME_UNKNOWN "Inconnu"

EXTERNAL_ENEMIES_NAME "un bandit curieux"
EXTERNAL_ENEMIES_NAME1 "un éclaireur homme-lézard"
EXTERNAL_ENEMIES_NAME2 "une patrouille de fourmis"
EXTERNAL_ENEMIES_NAME3 "un nid d'hommes-lézards"
EXTERNAL_ENEMIES_NAME4 "une bande de bandits"
EXTERNAL_ENEMIES_NAME5 "une patrouille de fourmis soldats"
EXTERNAL_ENEMIES_NAME6 "golems d'argile d'un alchimiste"
EXTERNAL_ENEMIES_NAME7 "golems de pierre d'un alchimiste"
EXTERNAL_ENEMIES_NAME8 "une armée de fourmis"
EXTERNAL_ENEMIES_NAME9 "un groupe d'ents"
EXTERNAL_ENEMIES_NAME10 "une bande de nains"
EXTERNAL_ENEMIES_NAME11 "golems de fer d'un alchimiste"
EXTERNAL_ENEMIES_NAME12 "une tribu naine"
EXTERNAL_ENEMIES_NAME13 "une patrouille d'archers"
EXTERNAL_ENEMIES_NAME14 "un chevalier solitaire"
EXTERNAL_ENEMIES_NAME15 "un groupe de guerriers"
EXTERNAL_ENEMIES_NAME16 "une armée de guerriers"
EXTERNAL_ENEMIES_NAME17 "une armée de chevaliers"
EXTERNAL_ENEMIES_NAME18 "un cyclope"
EXTERNAL_ENEMIES_NAME19 "un sorcier"
EXTERNAL_ENEMIES_NAME20 "un minotaure"
EXTERNAL_ENEMIES_NAME21 "un élémentaliste"
EXTERNAL_ENEMIES_NAME22 "un dragon vert"
EXTERNAL_ENEMIES_NAME23 "un dragon rouge"
EXTERNAL_ENEMIES_NAME24 "un dragon noir"
EXTERNAL_ENEMIES_NAME25 "une meute de trolls"

BIOMES_GRASSLAND_NAME "prairie"
BIOMES_GRASSLAND_NAME1 "forêt"
BIOMES_GRASSLAND_NAME2 "montagnes"
BIOMES_SNOW_NAME "hiver"
BIOMES_DESERT_NAME "désert"
BIOMES_OUTBACK_NAME "intérieur"
BIOMES_SWAMP_NAME "marais"

HINTS_OPTION_NAME "Indices dans le jeu"
ASCII_OPTION_NAME "Graphismes Unicode"
MUSIC_OPTION_NAME "Volume de la musique"
SOUND_OPTION_NAME "Volume des effets"
KEEP_SAVEFILES_OPTION_NAME "Conserver les fichiers de sauvegarde"
SHOW_MAP_OPTION_NAME "Afficher la carte"
FULLSCREEN_OPTION_NAME "Plein écran"
VSYNC_OPTION_NAME "Synchronisation verticale"
FPS_LIMIT_OPTION_NAME "Limite de FPS"
ZOOM_UI_OPTION_NAME "Agrandir l'interface"
DISABLE_MOUSE_WHEEL_OPTION_NAME "Désactiver la molette de la souris"
DISABLE_CURSOR_OPTION_NAME "Désactiver le joli curseur"
ONLINE_OPTION_NAME "Fonctionnalités en ligne"
GAME_EVENTS_OPTION_NAME "Statistiques anonymes"
AUTOSAVE2_OPTION_NAME "Nombre de tours entre les sauvegardes automatiques"
STARTING_RESOURCE_OPTION_NAME "Bonus de ressources"
START_WITH_NIGHT_OPTION_NAME "Commencer de nuit"
PLAYER_NAME_OPTION_NAME "Nom"
SETTLEMENT_NAME_OPTION_NAME "Nom de la colonie"
MAIN_VILLAINS_OPTION_NAME "Vilains principaux"
RETIRED_VILLAINS_OPTION_NAME "Vilains retirés"
LESSER_VILLAINS_OPTION_NAME "Vilains mineurs"
MINOR_VILLAINS_OPTION_NAME "Vilains secondaires"
ALLIES_OPTION_NAME "Alliés"
CURRENT_MOD2_OPTION_NAME "Mod actuel"
ENDLESS_ENEMIES_OPTION_NAME "Activer les vagues infinies d'ennemis"
ENEMY_AGGRESSION_OPTION_NAME "Agressivité ennemie"
KEEPER_WARNING_OPTION_NAME "Alerte de danger pour le Gardien"
KEEPER_WARNING_TIMEOUT_OPTION_NAME "Délai de l'alerte de danger pour le Gardien"
SINGLE_THREAD_OPTION_NAME "Utiliser un seul thread pour le chargement"
UNLOCK_ALL_OPTION_NAME "Débloquer toutes les fonctionnalités cachées"
EXP_INCREASE_OPTION_NAME "Courbe de difficulté ennemie"
DPI_AWARE_OPTION_NAME "Ignorer l'échelle DPI de Windows"
LANGUAGE_OPTION_NAME "Langue"
CHOOSE_LANGUAGE "Choisir la langue :"
OPTION_NAME_AND_VALUE "{1} : {2}"

HINTS_OPTION_DESCRIPTION "Affiche des informations supplémentaires utiles pendant le jeu."
ASCII_OPTION_DESCRIPTION "Passe aux graphismes roguelike classiques."
KEEP_SAVEFILES_OPTION_DESCRIPTION "Ne pas supprimer le fichier de sauvegarde lors du chargement d'une partie."
FULLSCREEN_OPTION_DESCRIPTION "Bascule entre le plein écran et le mode fenêtré."
VSYNC_OPTION_DESCRIPTION "Limite le taux de rafraîchissement à la fréquence de ton moniteur. Le désactiver peut résoudre des problèmes de performance."
FPS_LIMIT_OPTION_DESCRIPTION "Limite le taux de rafraîchissement. Une limite plus basse maintient le GPU plus froid."
ZOOM_UI_OPTION_DESCRIPTION "Toute l'interface et les graphismes sont agrandis. Utilise-le si tu as un écran haute résolution et que tout semble trop petit."
ONLINE_OPTION_DESCRIPTION "Active les fonctionnalités en ligne, comme le partage de donjons et les scores."
GAME_EVENTS_OPTION_DESCRIPTION "Active l'envoi de statistiques anonymes au développeur."
AUTOSAVE2_OPTION_DESCRIPTION "Sauvegarde automatiquement la partie tous les X tours. Le fichier sera utilisé pour récupérer en cas de crash."
ENDLESS_ENEMIES_OPTION_DESCRIPTION "Active des vagues récurrentes d'ennemis qui attaquent ton donjon."
ENEMY_AGGRESSION_OPTION_DESCRIPTION "La probabilité que ton donjon soit attaqué par des ennemis."
KEEPER_WARNING_OPTION_DESCRIPTION "Affiche une fenêtre contextuelle quand ton Gardien est en danger."
KEEPER_WARNING_TIMEOUT_OPTION_DESCRIPTION "Nombre de tours avant qu'une nouvelle alerte \"Gardien en danger\" ne soit affichée."
SINGLE_THREAD_OPTION_DESCRIPTION "Essaie cette option si tu rencontres des sauvegardes, chargements ou générations de carte lents. Note : cela rendra le jeu non réactif pendant l'opération."
UNLOCK_ALL_OPTION_DESCRIPTION "Débloque tous les personnages jouables et fonctionnalités du jeu qui sont normalement débloqués en trouvant des secrets dans le jeu."
EXP_INCREASE_OPTION_DESCRIPTION "Définit l'augmentation de l'expérience pour chaque vilain mineur et principal à mesure que tu t'éloignes de ton site d'origine."
DPI_AWARE_OPTION_DESCRIPTION "Si le jeu semble flou, cette option peut aider. Nécessite un redémarrage du jeu."
ATTR_BUFF_DESCRIPTION "Accorde un bonus de +{1} à {2}."
ATTR_DEBUFF_DESCRIPTION "Accorde une pénalité de +{1} à {2}."
ATTR_DEBUFF_NAME "{1} malus"
BUFFS_STABLE_HAND_DESCRIPTION "dégâts à distance"
BUFFS_PIERCING_VOICE_DESCRIPTION "dégâts de sort"
BUFFS_DIVINE_DIGGING_DESCRIPTION "excavation"
BUFFS_DEF_DEBUFF_NAME "défense"
BUFFS_PREACHING_ENDEFFECT "Les sbires ont été bénis avec un bonus temporaire de +5 à la défense."
BUFFS_PREACHING_ID5 "Les sbires ont été bénis avec un bonus temporaire de +5 aux dégâts."
BUFFS_PREACHING_ID6 "Les sbires ont été bénis avec un bonus temporaire de +15 à l'excavation."
BUFFS_PREACHING_ID7 "Les sbires ont été bénis avec un entraînement temporairement plus rapide."
BUFFS_PREACHING_ID8 "Les sbires ont été bénis avec une fabrication temporairement plus rapide."
BUFFS_PREACHING_ID9 "Les sbires ont été bénis avec une résistance temporaire aux attaques à distance."
BUFFS_PREACHING_ID10 "Les sbires ont été bénis avec la capacité temporaire de régénérer leurs blessures."
BUFFS_PREACHING_ID11 "Les sbires ont été bénis avec une résistance temporaire aux attaques de feu."
BUFFS_PREACHING_ID12 "Les sbires ont été bénis avec une résistance temporaire au poison."
BUFFS_PREACHING_ID13 "Les sbires ont été bénis avec une résistance temporaire aux attaques de dragon."
BUFFS_PREACHING_ID14 "Les sbires ont été bénis avec une résistance temporaire aux attaques de démons."
BUFFS_PREACHING_ID15 "Les sbires ont été bénis avec une résistance temporaire aux attaques de morts-vivants."
BUFFS_PREACHING_ID16 "Les sbires ont été bénis avec une résistance temporaire aux attaques d'hommes-lézards."
BUFFS_PREACHING_ID17 "Les sbires ont été bénis avec une résistance temporaire aux attaques d'elfes."
BUFFS_PREACHING_ID18 "Les sbires ont été bénis avec une résistance temporaire aux attaques de peaux-vertes."
BUFFS_PREACHING_ID19 "Les sbires ont été bénis avec des limites d'entraînement au corps à corps augmentées."
BUFFS_PREACHING_ID20 "Les sbires ont été bénis avec des limites d'entraînement divin augmentées."
BUFFS_PREACHING_ID21 "Les sbires ont été bénis avec des anges gardiens."
BUFFS_PREACHING_ID22 "Tes prières pour invoquer une aide armée plus forte ont été exaucées."
BUFFS_PREACHING_ID23 "Tes prières pour invoquer une aide armée ont été exaucées."
BUFFS_PREACHING_ID24 "Tes prières pour invoquer plus de main-d'œuvre ont été exaucées."
AUTOMATON_RANGED_HEAD_DESCRIPTION "Accorde la capacité « {1} »."
ITEMS_ARCHERHEADWOOD_PREFIX "tir de flèches"
ITEMS_ARCHERHEADIRON_PREFIX "tir de flèches"
ITEMS_FIREHEADIRON_PREFIX "souffle de feu"
ITEMS_OILHEADIRON_PREFIX "crachat d'huile"
ITEMS_ACIDHEADIRON_PREFIX "crachat d'acide"
ITEMS_ARCHERHEADADA_PREFIX "tir de flèches"
ITEMS_FIREHEADADA_PREFIX "souffle de feu"
ITEMS_OILHEADADA_PREFIX "crachat d'huile"
ITEMS_ACIDHEADADA_PREFIX "crachat d'acide"
ITEMS_FIREHEADINFERNITE_PREFIX "souffle de feu"
ITEMS_INVISIBILITYHEADADOXIUM_PREFIX "invisibilité"
ITEMS_TELEPORTHEADADOXIUM_PREFIX "téléportation"
ITEMS_HUMANOIDHEADWOOD_PREFIX1 "humanoïde"
ITEMS_AUTOMATONARMSWOOD_MELEEATTACKATTR "corps à corps"
ITEMS_AUTOMATONDRILLWOOD_PREFIX1 "perceuse"
ITEMS_AUTOMATONCRAFTINGWOOD_PREFIX1 "fabrication"
ITEMS_REPAIRAUTOMATONARMSIRON_PREFIX1 "réparer"
ITEMS_KABOOMHEAD_AMOUNT "kaboom"
PROTECTION_MASS_DESCRIPTION "La messe sera célébrée avec l'intention de protéger les sbires de {1}."
PROTECTION_MASS_SHORT_NAME "protection contre {1}"
PROTECTION_MASS_NAME "livre liturgique pour la protection contre {1}"
PROTECTION_RING_NAME "anneau de protection contre {1}"
PROTECTION_RING_SHORT_NAME "contre {1}"

ITEMS_UNDEADPROTECTIONRING5_NAME "morts-vivants"
ITEMS_ELFPROTECTIONRING5_NAME "elfes"
ITEMS_DWARFPROTECTIONRING5_NAME "nains"
ITEMS_GREENSKINPROTECTIONRING5_NAME "peaux-vertes"
ITEMS_DRAGONPROTECTIONRING15_NAME "dragons"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME16 "dragons"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME17 "démons"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME18 "les morts-vivants"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME19 "elfes"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME20 "peaux-vertes"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME21 "hommes-lézards"

BUFFS_DAM_BONUS_NAME "dégâts"
BUFFS_DEF_BONUS_NAME "défense"
BUFFS_THICK_SKIN_NAME "peau épaisse"
BUFFS_THICK_SKIN_ADJECTIVE "peau épaisse"
BUFFS_IRON_ARMS_NAME "bras de fer"
BUFFS_IRON_ARMS_ADJECTIVE "bras de fer"
BUFFS_STABLE_HAND_NAME "palefrenier"
BUFFS_STABLE_HAND_ADJECTIVE "palefrenier"
BUFFS_PIERCING_VOICE_NAME "voix perçante"
BUFFS_PIERCING_VOICE_ADJECTIVE "voix perçante"

SPELLS_MAGIC_MISSILE_EFFECT2 "Tire un projectile magique"
SPELLS_ADVANCED_MAGIC_MISSILE_EFFECT2 "Tire un projectile magique"
SPELLS_EXPERT_MAGIC_MISSILE_EFFECT2 "Tire un projectile magique"
SPELLS_MAGIC_MISSILE_EFFECT3 "Tire un projectile sacré"
SPELLS_ADVANCED_MAGIC_MISSILE_EFFECT3 "Tire un projectile sacré"
SPELLS_EXPERT_MAGIC_MISSILE_EFFECT3 "Tire un projectile sacré"
SPELLS_SHOOT_ARROW_EFFECT1 "Tire une flèche"
SPELLS_SHOOT_BOLT_EFFECT1 "Tire un carreau"

WAIT_COMMAND_NAME "Attendre"
WAIT_COMMAND_DESCRIPTION "Attendre que tous les autres membres de l'équipe aient fait leurs mouvements (ne passe pas le tour)."
DISMOUNT_COMMAND_NAME "Descendre"
DISMOUNT_COMMAND_DESCRIPTION "Descend de ta monture."
MOUNT_COMMAND_DESCRIPTION "Monte une monture."
FIRE_RANGED_WEAPON_OR_SPELL "Tirer avec une arme à distance ou lancer un sort"
CHAT_COMMAND_DESCRIPTION "Discuter avec quelqu'un."
HIDE_COMMAND_NAME "Se cacher"
HIDE_COMMAND_DESCRIPTION "Se cacher derrière ou sous un élément de terrain ou un meuble."
DROP_EVERYTHING_COMMAND_NAME "Tout lâcher"
DROP_EVERYTHING_COMMAND_DESCRIPTION "Lâcher tous les objets en possession."
MESSAGE_HISTORY "Historique des messages"
ABSORB_COMMAND_DESCRIPTION "Absorbe une créature alliée et hérite de ses attributs. Nécessite la capacité d'absorption."

MAGE_SPELL_SCHOOL_NAME "mage"
HEALER_SPELL_SCHOOL_NAME "guérisseur"
SPIRITUALIST_SPELL_SCHOOL_NAME "spiritualiste"
FIRE_SPELL_SCHOOL_NAME "feu"
ILLUSION_SPELL_SCHOOL_NAME "illusion"
FIGHTER_SPELL_SCHOOL_NAME "guerrier"
ARCHER_SPELL_SCHOOL_NAME "archer"
VAMPIRE_SPELL_SCHOOL_NAME "vampire"
CHICKENMANCY_SPELL_SCHOOL_NAME "poulemancien"
DWARF_SPELL_SCHOOL_NAME "nain"
ZOMBIE_MAGE_SPELL_SCHOOL_NAME "mage zombie"
PRAYERS_SPELL_SCHOOL_NAME "prières"

TO_BE_SMELTED "À fondre :"
IN_PRODUCTION "En production :"
CONQUER_SOME_VILLAINS "Conquiers plus de vilains pour progresser."
Z_LEVEL "Niveau Z {1}"
GROUND_LEVEL "Surface"

ENEMIES_MAIN_DUNGEON_NAME "Temple d'Adoxie"
ENEMIES_MAIN_DUNGEON_NAME1 "Un endroit très chaud"
ENEMIES_MAIN_DUNGEON_NAME2 "Sous terre"
ENEMIES_ADOXIE_VAULT_NAME "Chambre forte d'Adoxie"
ENEMIES_DUNGEON1_NAME "Marché noir"
ENEMIES_SOKOBAN_NAME "Sokoban"
ENEMIES_ADOXIE_FEET_NAME "Tombe antique"
ENEMIES_WIZARD_TOWER_NAME "Tour d'un mage"

HELP_TITLE "Capturer des prisonniers"
HELP_TITLE1 "Utilisation des montures"
HELP_TITLE2 "Bâtiments et niveaux Z"
HELP_TITLE3 "Calcul des dégâts"
HELP_TITLE4 "Zones de garde"

FURNITURE_WATER_UNSEENMESSAGE "Tu entends un plouf."
DIGGING_WARNING "Creuse dans la montagne et commence à construire un donjon."
RESOURCE_STORAGE_WARNING "Une salle de stockage de ressources est nécessaire."
EQUIPMENT_STORAGE_WARNING "Une salle de stockage d'équipement est nécessaire."
LIBRARY_WARNING "Construis une bibliothèque pour commencer les recherches."
BEDS_WARNING "Tu dois construire des lits pour tes sbires."
TRAINING_WARNING "Construis une salle d'entraînement pour tes sbires."
TRAINING_UPGRADE_WARNING "Une amélioration de la salle d'entraînement est nécessaire."
NO_HATCHERY_WARNING "Tu dois construire une porcherie."
WORKSHOP_WARNING "Construis un atelier pour produire de l'équipement et des pièges."
NO_WEAPONS_WARNING "Tu as besoin d'armes pour tes sbires."
GRAVES_WARNING "Tu as besoin d'un cimetière pour collecter les cadavres."
CHESTS_WARNING "Tu dois construire des coffres au trésor."
NO_PRISON_WARNING "Tu dois construire une prison."
LARGER_PRISON_WARNING "Tu as besoin d'une prison plus grande."
TORTURE_ROOM_WARNING "Tu dois construire une salle de torture."
MORE_CHESTS_WARNING "Tu as besoin de plus de coffres au trésor."
DUNGEON_LEVEL_WARNING "Conquiers une tribu ennemie pour augmenter ton niveau de malveillance."
MORE_LIGHTS_WARNING "Place quelques torches pour éclairer ton donjon."
GUARD_POSTS_WARNING "Des zones de garde ont été placées, mais l'activité de garde n'est activée pour aucun sbire."

DROP_ITEM_ACTION "lâcher"
DROP_MULTI_ITEM_ACTION "lâcher quelques-uns"
DROP_STEED_ITEM_ACTION "désassigner la monture"
GIVE_ITEM_ACTION "donner"
PAY_ITEM_ACTION "payer pour"
EQUIP_ITEM_ACTION "équiper"
THROW_ITEM_ACTION "lancer"
UNEQUIP_ITEM_ACTION "retirer"
APPLY_ITEM_ACTION "utiliser"
REPLACE_ITEM_ACTION "remplacer"
REPLACE_STEED_ITEM_ACTION "assigner une monture"
LOCK_ITEM_ACTION "verrouiller"
REMOVE_ITEM_ACTION "supprimer l'objet"
CHANGE_NUMBER_ITEM_ACTION "changer le nombre"
NAME_ITEM_ACTION "nommer"
INTRINSIC_ACTIVATE_ITEM_ACTION "activer l'attaque"
INTRINSIC_DEACTIVATE_ITEM_ACTION "désactiver l'attaque"

IDLE_MINION_ACTIVITY "Inactif"
SLEEP_MINION_ACTIVITY "Dort"
CONSTRUCTION_MINION_ACTIVITY "Construction"
DIGGING_MINION_ACTIVITY "Creuse"
HAULING_MINION_ACTIVITY "Transporte"
WORKING_MINION_ACTIVITY "Travaille"
EAT_MINION_ACTIVITY "Mange"
EXPLORE_NOCTURNAL_MINION_ACTIVITY "Explore (nuit)"
EXPLORE_CAVES_MINION_ACTIVITY "Explore les cavernes"
EXPLORE_MINION_ACTIVITY "Explore"
RITUAL_MINION_ACTIVITY "Rituels"
CROPS_MINION_ACTIVITY "Cultures"
TRAIN_MINION_ACTIVITY "S'entraîne"
